id	category	descript
992	PAS	The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.
993	MISC	I went to pams with my girlfriend, and i love it.
994	FOOD	Great wine, great food.
995	FOOD	My friend's food was also the complete opposite of what it's supposed to taste like (aND look like).
996	MISC	I was glad I did.
997	FOOD	The food was really good, I had the onion soup and it was one of the best ever.
998	MISC	It hits the spot every time
999	FOOD	For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.
1000	PAS	He offers subpar service and has no personality.
1001	MISC	A million better places to go in the city.
1002	PAS	Prices are very good.
1003	FOOD	The food was very well prepared.
1004	PAS	Any if you have a reservation you'll wait for max 5 minutes - so have a drink at the bar.
1005	MISC	We were very disappointed.
1006	MISC	Surprisingly nothing could be further from the truth.
1007	PAS	As soon as my father lifted his pen from the check a chef appeared to usher us out.
1008	FOOD	A little overpriced but worth it once you take a bite.
1009	MISC	I grew up on these bagels.
1010	FOOD	When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time
1011	FOOD	Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.
1012	MISC	I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.
1013	PAS	It's super-trendy and there's always someone to take that empty seat, so it seems that customer service has been deemed not of the essence.
1014	MISC	THE MOST FUN RESTAURANT I HAVE EVER BEEN TOO!
1015	FOOD	Great service, great food.
1016	MISC	I would highly recommend.
1017	MISC	This was a repeat visit and we'll definitely be back again.
1018	FOOD	The menu was impressive with selections ranging from a burger, to steak, to escargot.
1019	FOOD	Hopefully next time, I will save room for dessert.
1020	PAS	Our waitress was sweet and accomodating, not overbearing.
1021	FOOD	The waitress suggested glasses of wine that went very well with the food.
1022	FOOD	Top spot in town for Vietnamese classics, better than places that cost a lot more.
1023	FOOD	Ingredients are organic which is a real plus for me.
1024	MISC	La Rosa waltzes in, and I think they are doing it the best.
1025	MISC	I love Ess-a-bagel, but I live on the west side, so I often go to Murray's for convenience.
1026	MISC	Better than the bagel shop on the corner, but not worth going out of your way for, in my opinion.
1027	FOOD	Largest and freshest pieces of sushi, and delicious!
1028	MISC	But too far east!
1029	PAS	I also ordered for delivery and the restaurant forgot half the order.
1030	MISC	Overall a disappointing experience for that price category.
1031	FOOD	The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.
1032	FOOD	The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.
1033	PAS	Much more reasonably priced too!
1034	FOOD	The food was lousy - too sweet or too salty and the portions tiny.
1035	FOOD	Wait staff is blantently unappreciative of your business but its the best pie on the UWS!
1036	PAS	Located at the end of a magnificent block.
1037	MISC	I consider the best Grand Sichuan restaurant in NYC.
1038	PAS	After the main course came, we didn't see our waiter for at least 40 MINUTES!
1039	PAS	It's true, this place is not cheap.
1040	FOOD	The food was spicy and delicious.
1041	FOOD	An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.
1042	FOOD	I have to say I have never had a disapointing meal here.
1043	MISC	My husband and I ate here after reading reviews here as well as hobokeni.com,
1044	FOOD	The food here is rather good, but only if you like to wait for it.
1045	FOOD	Also, top the meal with a delicious and perfect slice of tiramisu.
1046	MISC	This should have been done in a back room - away from customers.
1047	FOOD	try the spicy shrimp appetizer (again, not the greatest value in the world but worth the price) and the lamb vindaloo is great.
1048	FOOD	And they provided a delicious dessert on the house!
1049	FOOD	The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at.
1050	PAS	Both times we waited well over a half hour for a table (even though we had reservations).
1051	MISC	Fantastic!
1052	PAS	Stepped on my foot on the SECOND time he reached over me to adjust lighting.
1053	MISC	I loved everythig about it-especially the shows and actors.
1054	MISC	I went here with my boyfriend and another couple.
1055	FOOD	Slightly above average wines start at $70+ with only one selection listed at $30+.
1056	MISC	Chennai Garden is my favorite Indian restaurant in the city.
1057	PAS	Here you get the zen feel without feeling rigid.
1058	FOOD	You will pay a lot for the decore, but the food is no better or worse than a lot of other Chinese and Asian fusion places in NY.
1059	FOOD	The sushi was awful!
1060	FOOD	Bottom line: B+ for the food, F for the service.
1061	FOOD	It's called Gnochi alla nona and is found under Chef Specials.
1062	MISC	So sorry I can't rate this better.
1063	PAS	however, it's the service that leaves a bad taste in my mouth.
1064	MISC	My sister says it reminds her of a restaurant run by high-school students who don't know what they are doing.
1065	FOOD	My wife and I also enjoyed the spinach, the Shanghai low mein, and other attractions.
1066	PAS	Everyone was more then happy with his choices.
1067	FOOD	Admittedly, this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness, in my opinion) but for simple, elegant sushi there is no better place in New York or anywhere in the US.
1068	MISC	I must give it Yon out of Yon stars!
1069	PAS	And I could do without the cigar smoke.
1070	PAS	i love the pics of andy warhol when he used to frequent the place (he painted the ballato's sign in the window).
1071	PAS	The service is descent even when this small place is packed.
1072	FOOD	Only wine and beer are served, but the house varities are actually quite good.
1073	PAS	Of course, it is crowded but who cares.
1074	FOOD	Their eggplant is so delicate, sweet tender!
1075	PAS	I've waited over one hour for food.
1076	FOOD	Interesting selection, good wines, service fine, fun decor.
1077	MISC	I will be returning.
1078	PAS	Downstairs lounge is always a good attraction
1079	PAS	Yeah, sometimes the service can be slow.
1080	MISC	Our teenage kids love it, too.
1081	MISC	It is not a place for tourists or someone who has never dined in Bay Ridge.
1082	MISC	Just don't do it.
1083	MISC	I highly recommend to anyone to give this place a try.
1084	FOOD	The production is a symphony, alot of fun to experience.The food sublime for the most part.
1085	PAS	Waitstaff is great, very attentive.
1086	PAS	Ive been here a bunch of times now and the service is always outstanding.
1087	FOOD	The pizza is the best if you like thin crusted pizza.
1088	FOOD	The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.
1089	PAS	The prices were fantastic.
1090	FOOD	The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.
1091	FOOD	Overall the restaurant is more expensive than our other sushi favorites, but everything was delicious.
1092	PAS	Murray won't do it.
1093	FOOD	We also had shared a house salad that was fresh.
1094	FOOD	The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.
1095	MISC	Worth it for a special occasion, or any time!
1096	FOOD	While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.
1097	MISC	They're are better Taiwanese restaurants and they are located in Flushing, Queens.
1098	PAS	The setting is casual and romantic.
1099	PAS	There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.
